,Route,Route Type,Grading,Area Latitude,Area Longitude,State,Gorge,Area,Crag,Subcrag,Description,URL
256,Air Out Left,Boulder,V3,40.48821,-75.21755,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Gateway,Air Out,"Start with left hand on the arete and right hand on the small, smile crimp on the face. Make some moves to the horizontal crack in the middle of the face and then continue up the left arete with fun, techy moves.",https://www.mountainproject.com/route/120165889/air-out-left
257,Bogus Journey,Boulder,V3,40.48821,-75.21755,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Gateway,Air Out,"Start on Bill an Ted's. Once you get to the horizontal crack, traverse left and finish on Excellent Adventure.",https://www.mountainproject.com/route/120179737/bogus-journey
258,Air Hog,Boulder,V4,40.48821,-75.21755,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Gateway,Air Out,"Start matched on the long, slanted, sidepull undercling right of the left arete and the big foot. Reach up to the horizontal crack. Match the crack and go for the top. A fun eliminate. Watch out for the tree at your back.",https://www.mountainproject.com/route/120179826/air-hog
259,Team Effort,Boulder,V4,40.48852,-75.21718,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Gateway,Team Effort,"Climb the fun slab with a vertical seam, dishy feet, a slopey arete feature, and cool crimps up high. This one will test your slab climbing skills.",https://www.mountainproject.com/route/120181234/team-effort
260,The Fin,Boulder,V2,40.48797,-75.21922,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Glass Wall,N/A,"Climb the prow being careful not to touch intrusively close tree, making way to top ledge across face and topping out to left.",https://www.mountainproject.com/route/109851413/the-fin
261,Moss Clod,Boulder,V2,40.48797,-75.21922,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Glass Wall,N/A,Tenuous layback up a flake,https://www.mountainproject.com/route/111078167/moss-clod
262,Petes Butt Swing,Boulder,V3,40.48797,-75.21922,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Glass Wall,N/A,"Start with both hands on a good hold, go to the top slopers and top out.",https://www.mountainproject.com/route/111391400/petes-butt-swing
263,Funky Butt Love,Boulder,V4,40.48797,-75.21922,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Glass Wall,N/A,"Start with a seam for your left and sidepull for your right.  Hike up your feet throw for the lip and top out.  Mind the tree, hence the name.",https://www.mountainproject.com/route/111277615/funky-butt-love
264,Main Squeeze,Boulder,V4,40.48797,-75.21922,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Glass Wall,N/A,The leftmost line on the wall. Grovel up and over the buldge.,https://www.mountainproject.com/route/116165484/main-squeeze
265,Funky Butt Flies,Boulder,V5+,40.48797,-75.21922,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Glass Wall,N/A,"Start as for ""Catching Flies"", but traverse left into the start of ""Funky Butt Love"" utilizing a high heel and a right hand side-pull crimp. Slap around the arete to the seam, then slap to the lip and top out.Not sure if this has been climbed before or is described elsewhere, so feel free to update FA / grade.",https://www.mountainproject.com/route/112107229/funky-butt-flies
266,Catching Flies,Boulder,V5-6,40.48797,-75.21922,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Glass Wall,N/A,No text - use the 'Improve This Page' link to add something useful!,https://www.mountainproject.com/route/111391386/catching-flies
267,The Tainted Orb,Boulder,V7,40.48797,-75.21922,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Glass Wall,N/A,"Sit Start with crimps under the bulge, and feet on the detached rock. Climb up intoMain Squeeze.Be careful with the loose start hold.",https://www.mountainproject.com/route/116165493/the-tainted-orb
268,Bump And Drag,Boulder,V0,40.49002,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Boulder,"Sit down start with hands on either side of the block, slap your way up the block to easier ground and follow the left angling crack to top out.",https://www.mountainproject.com/route/108479022/bump-and-drag
269,Tit Toss,Boulder,V1,40.49002,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Boulder,"Start on good edges and climb 2 moves up before the holds stop, slap for the lip and find the good jug and top out.  The slopers to the right on the arete are off.  A V0 variation to this problem allows use of the arete.",https://www.mountainproject.com/route/108479015/tit-toss
270,Twin Cracks,Boulder,V1,40.49002,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Boulder,"From Char Fetterolf's ""Haycock Mountain Bouldering"" guidebook:""Start with your choice of holds and climb the vertical seams.  Tough to get started.""",https://www.mountainproject.com/route/108875162/twin-cracks
271,Teddy Bear Picnic,Boulder,V2,40.49002,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Boulder,Teddy Bear Picnic is the leftward angling crack on the backside of the teddy bear area main boulder.  Begin the problem standing on the low boulder to gain a good finger lock and follow the crack using jams and small edges for feet to a slopey top out.,https://www.mountainproject.com/route/108479009/teddy-bear-picnic
272,Jeffs Route,Boulder,V3,40.49002,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Boulder,"A technical climb, start on a sidepull and a good crimp under the perched boulder and move right on small edges.  Reach a good jam and position your feet higher to reach positive holds at the lip.",https://www.mountainproject.com/route/108479027/jeffs-route
273,Googy,Boulder,V5,40.49002,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Boulder,Traverse the slopey lip to top.,https://www.mountainproject.com/route/109871458/googy
274,Show Me Yours,Boulder,V5,40.49002,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Boulder,"Start on theInto The Picnictraverse holds betweenTeddy Bear's PicnicandTit Tossand dyno up to a sharp edge below the lip, or skip it and go straight to the top.",https://www.mountainproject.com/route/116165029/show-me-yours
275,Into The Picnic,Boulder,V5,40.49002,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Boulder,A great link up of Tit Toss and Teddy Bear's Picnic. Start on Tit Toss and traverse left on good holds until you have to make a big reach to gain access to Teddy Bear's Picnic. Top out Teddy Bear's Picnic.,https://www.mountainproject.com/route/109509290/into-the-picnic
276,Open Book,Boulder,V0-,40.49009,-75.21679,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Fun Boulder,Climb the subtle open book in the middle of the slab face.,https://www.mountainproject.com/route/108320658/open-book
277,Fun Boulder Slab,Boulder,V0,40.49009,-75.21679,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Fun Boulder,Left side of the slab.,https://www.mountainproject.com/route/108320648/fun-boulder-slab
278,Huggles Arete,Boulder,V2,40.49009,-75.21679,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Fun Boulder,Sit down start on the overhanging side of the right arete.,https://www.mountainproject.com/route/108320663/huggles-arete
279,The Mantel,Boulder,V3,40.49009,-75.21679,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Fun Boulder,Start on the slopers above the bulge and mantle.,https://www.mountainproject.com/route/108320690/the-mantel
280,Air,Boulder,V0,40.49039,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Picnic Rock,Climb the middle of the face.,https://www.mountainproject.com/route/108320723/air
281,Disco Stew,Boulder,V2,40.49039,-75.2173,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Picnic Rock,Climb the arete.,https://www.mountainproject.com/route/108320702/disco-stew
282,Odb,Boulder,V0,40.49013,-75.21849,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,The Flaming Moe,Climb up the arete on the left side of the boulder,https://www.mountainproject.com/route/120890927/odb
283,The Flaming Moe,Boulder,V4,40.49013,-75.21849,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,The Flaming Moe,"climb the fairly tall crimpy face, without using arete.",https://www.mountainproject.com/route/107996919/the-flaming-moe
284,The Deviled Egg,Boulder,V7,40.49002,-75.2179,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Deviled Egg,"Rather conditions dependent because of the slopers on this one!Start with a right hand crimp just left of center on the boulder and your right hand on a sloper dish. While the finish is a mere 3-4 feet away, find the ability to hump your way up the bulging arete. A bit deceiving but fun to figure out.",https://www.mountainproject.com/route/111479605/the-deviled-egg
285,Deviled Egg Sit,Boulder,V8,40.49002,-75.2179,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Deviled Egg,SDS squeezing where you can on the bottom of the egg shaped boulder. The kickplate underneath is on for feet. Find a way to pull on and up to the starting sloper for The Deviled Egg.,https://www.mountainproject.com/route/111479609/deviled-egg-sit
286,The Tri Force,Boulder,V6,40.4903,-75.21729,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,The Amphitheater,"The long traverse spans the boulder starting in a shallow dihedral on the far right side. The start isnt too well defined and you'll find yourself scratching your head looking for the best way to start this. Either way, start with low holds in the dihedral and work your way leftward. Using the prominent gaston and long seam, continue working leftwards and mantle on to the upper section of the boulder.",https://www.mountainproject.com/route/111479963/the-tri-force
287,Peligro,Boulder,V10,40.4903,-75.21729,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,The Amphitheater,"Time to hone in your dyno skills! This one has seen a bit of crumbling on the start hold so a community censuses on the grade is probably needed. Start with both hands on crimps in the seam. From here, dyno to the sloping lip. You'll trend right around lip and mantle up on to the face.",https://www.mountainproject.com/route/111479956/peligro
288,Panda Crack,Boulder,V0,40.48938,-75.21634,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Satellite,"Offwidth crack, a tad bigger than most male fists.",https://www.mountainproject.com/route/119293783/panda-crack
289,Polar Bear Crack,Boulder,V3,40.48938,-75.21634,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,Teddy Bear Satellite,"Its easy to see that this line is always overlooked. The top will almost always have to be cleaned off and the same will have to be scrubbed from all the debris that built up from no one touching it for months (or years). Despite the fact that its unnamed and only a v3, its a rather fun line nonetheless.SDS in the pit. Left hand on a low but good crimp and right hand in the seam. Work your feet and follow the seam up to the lip. A few tension moves and good foot placements will see you hitting the lip and doing the fun topout. Just try to avoid the vegetation that has grown a few inches thick on top of this one!",https://www.mountainproject.com/route/111503579/polar-bear-crack
290,Why Ask Why,Boulder,V3,40.49014,-75.21767,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,The Y Boulder,Climb the left arete on slopers and smears.,https://www.mountainproject.com/route/120224831/why-ask-why
291,Yyz,Boulder,V5,40.49014,-75.21767,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),Teddy Bear Area,The Y Boulder,Climb the right arete on slopers and smears. The pedestal in on.,https://www.mountainproject.com/route/120224811/yyz
292,Chiba,Boulder,V6,40.49127,-75.21665,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Hobo Trail,Chiba Boulder,"SDS with your right hand on the horn and your left hand on a sidepull. Pull up to the slopy sidepull, match, and tension over to holds on the arete. Top out after reaching the big crimp rail up high.",https://www.mountainproject.com/route/109509148/chiba
293,The Throw,Boulder,V1+,40.49205,-75.21725,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Hobo Trail,Hobo Boulder,SDS on low jug and campus up to high jug or use a slopey intermediate.  Easy top out after reaching the high jug.,https://www.mountainproject.com/route/111277543/the-throw
294,The Wink,Boulder,V3,40.49205,-75.21725,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Hobo Trail,Hobo Boulder,Same start as Hobo but trend right and low on good holds to an easier top out,https://www.mountainproject.com/route/111277575/the-wink
295,Pipeline,Boulder,V4,40.49205,-75.21725,Pennsylvania,Southeastern Lowlands,Haycock Mountain (Nockamixon),The Hobo Trail,Hobo Boulder,Start on good jug and follow slopers straight up and top out in the depression at the top of the boulder.,https://www.mountainproject.com/route/111277536/pipeline
