,index,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description
211,211,Road Runner,End of the Road Boulders > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120187389/road-runner,3.0,-1,Boulder,V5 R,1,10.0,40.50187,-75.2188,"Start with both hands low on the slab on good slanted crimps. Smear your way up and into the incredible tips crack. Using the crack and other finger jugs, move right and around the wide arete. With the use of bad feet, make some cruxy moves to the lip and jack your feet as high as you can. Top out on slopers."
212,212,Chilly Willy,End of the Road Boulders > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120187378/chilly-willy,3.0,-1,Boulder,V6 R,1,8.0,40.50187,-75.2188,"Start with both hands on two small crimps next two one another high on the wall. **It helps to stand on a pad that is leaning on the slab landing to reach these holds. Pull onto the wall and make a move out right to the jug. Paste your feet on and go for the amazing ""coaster"" crimp at the lip. **The hold looks completely detached but it is very solid. Slap over the lip and top out on slopers."
213,213,The Eye,Eye > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109648075/the-eye,3.0,-1,Boulder,V4,1,,40.50668,-75.23267,"Starting with a high lefthand sidepull on the face and a very low righthand sidepull on the arete, work your way up using the arete and the eye!"
214,214,Jane Doe,Doe > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116560505/jane-doe,2.0,-1,Boulder,V2,1,,40.49662,-75.2404,"Start on giant ledge on the left side of the Doe Boulder face. Move left to sloping arete, up to right crimp--continue along the good side arete to finish top."
215,215,Baby Doe,Doe > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116560529/baby-doe,2.0,-1,Boulder,V3,1,,40.49662,-75.2404,"Start on Jane Doe Ledge and finish/topout on John Doe bucket. Maybe FA, idk, crossing lines is fun and worth doing."
216,216,Jon Doe,Doe > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116560490/jon-doe,3.2,-1,Boulder,V7,1,10.0,40.49662,-75.2404,"Unique boulder full of underclings, side pulls, toe hooks, good feet, a challenging arete and good finish. Cool find.The beginning sequence feels weird until its sequenced--there are many ways to start the problem. (Knee bar, heel-toe cam left, heel-toe cam right).Start with a left hand sidepull and a right hand undercling triangle pinch. Climb up the face using edges, good feet and the arete."
217,217,The Amoeba,Amoeba > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109648100/the-amoeba,3.4,-1,Boulder,V7,1,,40.51304,-75.23638,Start on the obvious jugs down low. Climb up the shallow dihedral using small crimps. Pull yourself up over the rounded topout.
218,218,The Pod,Pod > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469580/the-pod,1.8,-1,Boulder,V6,1,11.0,40.50505,-75.23125,"Start somewhat low in the crack on a really good sidepull. Follow the crack up and left to a good hold and then dyno for the top. The left arete is off.A SDS to this line has been done, but the holds down low are somewhat pliable and are ready to explode!"
219,219,Steamed Buns,Steamed Buns > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120162203/steamed-buns,1.0,-1,Boulder,V2,1,8.0,40.50425,-75.23073,SDS right line on the boulder.
220,220,Fried Dumpling,Steamed Buns > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120162172/fried-dumpling,1.0,-1,Boulder,V3,1,8.0,40.50425,-75.23073,Left side of the boulder.
221,221,Hum Bao,Steamed Buns > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120162188/hum-bao,2.0,-1,Boulder,V6,1,10.0,40.50425,-75.23073,Stand start on two opposing side pulls. Climb the face right of the low angle crack. The rock left of the crack is off.
222,222,Stolen Goods,Stolen Goods > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120224881/stolen-goods,4.0,-1,Boulder,V5,1,8.0,40.50425,-75.23073,Start compressed on a small left hand crimp and a right hand edge. pull onto the steep boulder using the big right foot. Make a big move to a right hand edge and bust to the crack out left. Climb left following the crack until you can top out. The rock quality and climbing on this boulder is first rate!
223,223,Hair Of The Dog,Summit Pile > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120224913/hair-of-the-dog,3.0,-1,Boulder,V4,1,20.0,40.50425,-75.23073,Climb the tall face on crimps.
224,224,Frumpy,Frumpy > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120224954/frumpy,2.0,-1,Boulder,V5,1,12.0,40.50425,-75.23073,Start compressed with left hand on jug undercling/sidepull and right hand on any sloper. Pull onto the floating arete and climb it to the top. Be mindful of the chossy jug near the top.
225,225,Fudge Muggler,Wavy Flakes > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120713426/fudge-muggler,2.0,-1,Boulder,V6,1,,40.50447,-75.23186,Start just below the prow overhang matched on the large sloping edge. Slap up left to an edge and throw right to dish. Finish up the bulge
226,226,Fang,Wavy Flakes > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120713068/fang,3.0,-1,Boulder,V7,1,,40.50447,-75.23186,"Sit start with a broken edge crimp. Climb straight up using good side pulls, under-clings, and a large left hand block. Finish with a jug ledge."
227,227,Butt Smuggler,Wavy Flakes > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120713517/butt-smuggler,3.0,-1,Boulder,V8,1,,40.50447,-75.23186,Sit start all the way under the overhang with left hand on a gentle seam and right hand on an undercling bump. Throw for the starting ledge/finish for Fudge Muggler.
228,228,Noel,Noel > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121720188/noel,4.0,-1,Boulder,V8,1,,40.50466,-75.23127,"A somewhat newer addition to North Mountain.Start matched low on the right side with a large broken shelf and climb left through a pair of small crimps, great slopers and compression. Exit up and left of the prow.Don't let your goonie legs dab on the slab below!"
229,229,Cup Of Tea,James Brown Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107996878/cup-of-tea,3.0,-1,Boulder,V4,1,,40.48657,-75.21899,Climb the overhanging arete in the pit. Make a huge throw to a slopey rail.
230,230,Squeezing Your Mom,James Brown Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469461/squeezing-your-mom,3.3,-1,Boulder,V6 PG13,1,10.0,40.48657,-75.21899,Another powerful compression line. This one might definitely be height dependent as you'll need every possible inch to span this boulder.SDS squeezing the prow and work your way up the left and right arete until its possible to mantle over the top.
231,231,Riding The Elephant,James Brown Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469449/riding-the-elephant,3.5,-1,Boulder,V11 R,1,18.0,40.48657,-75.21899,"Like many of the classic lines at Haycock, this is all about compression.SDS on obvious, yet low, jug. Dyno up to slopers on the faint lip and then trend leftwards. Climb up the prow and then trend back right slightly towards the topout finish."
232,232,Four Leaf Clover,The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469676/four-leaf-clover,1.0,-1,Boulder,V0- PG13,1,18.0,40.4856,-75.21668,Slabby jug haul. Follow the prominent crack up the slab. Careful as the landing has a bad ramp that would surely ruin an ankle or two!
233,233,Broken Heart,The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469988/broken-heart,2.0,-1,Boulder,V0-,1,15.0,40.4856,-75.21668,Climb the big zig zagging crack system
234,234,The Heart Of Haycock,The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469782/the-heart-of-haycock,3.0,-1,Boulder,V4,1,15.0,40.4856,-75.21668,Its a shame this line doesnt get more traffic. This is a great v4 with some very interesting and crimpy moves.Find the vertical seam of the south facing face (see topo picture). Start with a high diagonal crimp and climb up on crimpy sidepulls. Find the faint gully like feature of the rock that appears when the sidepulls run out. High step up and press up onto the top section of the boulder.
235,235,Not The Mangler,The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469640/not-the-mangler,2.0,-1,Boulder,V5,1,10.0,40.4856,-75.21668,"Where to begin with this one! This climb has a somewhat sordid history. For an informative description of the many versions of Mangler, be sure to check out the entry in the paper guidebook.Climb down into the small pit and start on both sides of the block. Climb up and out of the pit."
236,236,Big,The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469662/big,2.0,-1,Boulder,V5 PG13,1,15.0,40.4856,-75.21668,"Find the massive wave like boulder just near the Mangler. Starting on nice crimps in the middle of this boulder, climb up and right towards the off-width that is formed by the adjacent boulder. Enter into the off-width and finish it up!"
237,237,The Hoagie,The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/112502165/the-hoagie,3.0,-1,Boulder,V7-8,1,15.0,40.4856,-75.21668,"Start at the bottom of the pit with a RH sloper and a LH gaston on a good crimp. Make a few easy moves, then enter the crux by reaching out to a horrible LH crimp and continuing up to the lip via a bad right hand pinch. After hitting the lip, climb up the relatively easy slab to the top of the boulder."
238,238,Lavender,River of Rocks > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120235692/lavender,2.0,-1,Boulder,V4,1,15.0,40.48563,-75.21887,"Start on the starting holds of Amber. With the use of a foot out left, mantle the starting holds. Once your standing on top of the beginning of the Amber rail, head up and left to a large, left facing jug. Climb the slab to the top of the boulder."
239,239,Teenage Wasteland,River of Rocks > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120236736/teenage-wasteland,2.0,-1,Boulder,V5,1,8.0,40.48563,-75.21887,SDS under the base of the finger crack. Do a move to gain the crack and climb it to it's end where a mantle encounter awaits on cool holds and awesome rock.
240,240,Under My Thumb,River of Rocks > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111475525/under-my-thumb,3.2,-1,Boulder,V6,1,15.0,40.48563,-75.21887,"Are you looking for a roof problem at Haycock?! If so, then this is the line you'll want to check out. Interesting moves lead you out this cave. If you refrain from researching the beta, you'll have a fun time trying to decipher the odd yet fun moves that will lead you to higher ground!Start in the back of the cave on a flake and work your way towards the prominent notch. Figure out how to get around the lip and up through the little chasm. Hit the final seam and revel in the fact that you just did some acrobatic moves to get there!The easiest way to get to this problem is by coming from the Caves. Once you hit the caves, go around the backside and scramble up along the talus. Under My Thumb is about 150 yards uphill. Its somewhat hard to spot."
241,241,Escargot,The Snail Boulder > Mothership Connection > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120189877/escargot,2.0,-1,Boulder,V4,1,8.0,40.48173,-75.22707,"Start with a bad left hand side pull and the high, sharp, right hand side pull. Pull onto the boulder and do a big move up and left to the jug lip. Climb the jiggy lip as it turns more vertical and climb to the cool apex of the boulder."
242,242,Ride The Snail,The Snail Boulder > Mothership Connection > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120189854/ride-the-snail,2.0,-1,Boulder,V5,1,6.0,40.48173,-75.22707,SDS with left hand on a bad sloping side pull in the roof and right hand low on the sloping arete. Pull on and compress your way up the Snails head. This boulder is pretty cool for being so short and would be even cooler if it wasn't so crowded by other boulders.
243,243,The Snail Dyno,The Snail Boulder > Mothership Connection > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120189811/the-snail-dyno,3.0,-1,Boulder,V7,1,8.0,40.48173,-75.22707,"Climbers choice of three small crimps in a horizontal seam. Pick your two holds, pull onto the boulder with bad feet and dyno to the top."
244,244,Space Ghost,Space Ghost > Mothership Connection > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120189955/space-ghost,3.0,-1,Boulder,V6 R,1,12.0,40.48174,-75.22711,"Start in the back of the cave with a left hand side pull and a right hand side pull. Stem and drop knee your way through the crux, climbing hard right toward the jug on the arete. Once at the jug, climb up the arete on cool holds and top out. **Be mindful of the semi-detached looking jug at the top."
